τη	1084
το	670
η	600
και	579
εν	557
ο	435
σα	399
τ	386
τα	290
σο	264
κι	258
σην	232
για	224
χρονία	218
ημέρα	205
να	204
σταυρί	193
τρυγομηνά	189
καλανταρί	187
ημέρας	175
την	165
χρονίας	146
με	141
άλλα	138
ημερολόγιον	134
γρηγοριανόν	131
λεει	129
πληθυσμόν	126
ντο	124
τον	121
εχ	117
επέμναν	116
δίσεκτον	116
ατ'ς	116
τελούτεν	114
έτον	102
αεργίτες	97
οι	91
σ	90
άμον	82
μας	81
οσήμερον	79
ίστε	77
έν	77
χρονίαν	75
ατ	71
σταυρίτες	70
τρυγομηνάς	69
σον	69
κράτος	69
χριστουγεννάρτς	68
πρωτεύουσαν	68
απρίλτ	63
ανθρώπ	63
ανθρώπ'ς	61
πολλά	60
ση	59
πολιτεία	57
που	56
τρανόν	53
μαρτς	52
κούντουρος	51
εμάς	50
ασα	50
πολιτείαν	49
κ	49
του	47
ελλενικά	45
μαρτί	44
καλαντάρτς	44
επεκεί	44
είναι	44
ευρίεται	43
ασ	41
πα	40
π.χ	39
χορτοθέρτς	38
σε	38
ευρώπης	36
τοι	35
ουκρανίαν	35
έναν	35
ατό	34
έντον	34
θάλασσαν	31
ντ	30
ελλάδαν	30
απές	30
τρανά	28
ποντιακά	28
έχ	28
έτονε	28
χώρα	27
εποίκαν	27
είν	27
εντάμαν	26
γκαίτε	26
αέτς	26
άμαν	26
όνεμαν	25
ας	25
χώρας	24
πολιτείας	24
πόντον	23
νταγ	23
απάν	23
έχνε	23
άμα	23
πόλεμον	22
μήνας	22
μ	22
ιστορίαν	22
εςς	22
δημοκρατίαν	22
ασην	22
α	22
των	21
ς	21
πρόεδρον	21
μερέαν	21
καλομηνάς	21
εξέβεν	21
απρίλτς	21
όνεμα	20
τραγωδίας	20
εγεννέθεν	20
ασόν	20
πόντονος	19
λ.χ	19
επαίρεν	19
ελλενικόν	19
ασον	19
ασο	19
χώραν	18
πρώτον	18
ους	18
γλώσσαν	18
ασό	18
τουρκίαν	17
ρουσίαν	17
πολλοί	17
κόσμον	17
κέντρον	17
αφκά	17
ατά	17
έλλενες	17
χωρίον	16
της	16
τερέστεν	16
πρωθυπουργόν	16
ελλάδας	16
βασίλειον	16
ατόν	16
απαναφκά	16
αλωναρί	16
όντες	15
χορτοθερί	15
παλαιόν	15
μαύρον	15
εποίκεν	15
δυτικά	15
αυτοκρατορίας	15
ατα	15
από	15
χρόναι	14
τουρκίας	14
ραχίν	14
μικρόν	14
κερασινός	14
θάλασσα	14
ερχίνεσεν	14
επαίραν	14
εξόν	14
είςεν	14
γλώσσας	14
ατούν	14
ατέν	14
ανατολικά	14
χριστουγενναρί	13
πρωτεύουσα	13
μεσόγειον	13
μακεδονίας	13
λέξην	13
εγέντον	13
δύσαν	13
γιόχαν	13
ατον	13
έξεργος	13
έγραψεν	13
τ’	12
τ'όνομαν	12
ρωμαϊκόν	12
πόντος	12
πρώτα	12
μαναχόν	12
μέρος	12
ευρώπην	12
γράψιμον	12
γιά	12
βασιλέας	12
ανθρώπς	12
άλλο	12
ωκεανόν	11
χρόνε	11
τὰ	11
τόπον	11
τουρκ	11
ποντιακόν	11
περισσόν	11
πάει	11
κατά	11
κάλαντα	11
εφτάει	11
ελλάδα	11
εβγών	11
γαλλικά	11
βόρεια	11
αυτοκρατορίαν	11
ασήν	11
αμόν	11
αλλά	11
αεργί	11
όπως	10
χρήστες	10
χμ	10
χερσόνησος	10
τουρκάντ	10
τζιπ	10
στράβων	10
παρχάραι	10
π	10
οσημερνόν	10
οποίον	10
λέξεις	10
καὶ	10
επεξεργαστάς	10
επαρχίαν	10
δυο	10
δουλείας	10
βόρειον	10
αση	10
ασίαν	10
ανατολήν	10
έργον	10
ένι	10
χλμ	9
τσῆ	9
τσιριχτά	9
τρανός	9
τέλος	9
σοι	9
ρωμαίικα	9
παλαιά	9
οπίς	9
νότια	9
νοτιοανατολικά	9
λέγουμε	9
κώστας	9
κούντουρονος	9
κούντουρον	9
κομμάτ	9
ιταλικά	9
ιστορίας	9
θεσσαλονίκην	9
εκαικά	9
δύο	9
διογένες	9
δημοκρατίας	9
αμερικήν	9
αβούτο	9
έχασεν	9
έταν	9
‘κ	8
όνταν	8
ως	8
χωρίζ	8
χρόνον	8
χερσόνησον	8
χέρντερ	8
φον	8
φιλόσοφον	8
τελείται	8
τ'ατό	8
συνθήκην	8
στοιχείον	8
σουμά	8
ρωμαϊκού	8
ποταμόν	8
παιδία	8
πέλλας	8
νότιον	8
ντε	8
ν	8
μικρά	8
μη	8
λοέν	8
λατ	8
κεντρικόν	8
καλομηνά	8
θάλασσας	8
επαρχίας	8
επέμνεν	8
εκεί	8
εβδομάδας	8
δεύτερον	8
δαβαίν	8
δίσκος	8
γράμματα	8
γερμανικά	8
γερμανίας	8
γ	8
βόλφγκανγκ	8
ατότες	8
ατουπές	8
ατομικόν	8
ασίας	8
αρχαίον	8
αριθμόν	8
αδά	8
έσαν	8
ένα	8
ἔν	7
όλεα	7
ωτία	7
χημικόν	7
τὸ	7
τούρκικα	7
τουρκικά	7
τοπχαράς	7
τοις	7
σινώπη	7
πόντιοι	7
πόλη	7
πόλεμος	7
ονόματα	7
ξαν	7
μορφήν	7
μιαν	7
μετά	7
μέτρα	7
λαλίαν	7
λέχκεται	7
λέγνε	7
κιάλλο	7
κατσκάρ	7
καρς	7
καραμανλής	7
καππαδοκίαν	7
ιταλίαν	7
ιβηρικόν	7
ιαπωνίαν	7
ημέραν	7
εφτάμε	7
ευρωπαϊκόν	7
ευρισκάται	7
επήεν	7
επήγεν	7
ελληνικήν	7
ελλήνων	7
εκλώστεν	7
είχεν	7
δουλείαν	7
δηλαδή	7
γιαννιτσά	7
γερμανίαν	7
γενικόν	7
βυζαντινόν	7
βικιπαίδεια	7
βαϊμάρην	7
αυτοκρατορία	7
ατς	7
ατο	7
ατλαντικόν	7
αστερίκον	7
ασία	7
ασή	7
αρχαία	7
απεσκές	7
απ	7
αθέ	7
αγγλικά	7
αβούτον	7
ίνεται	7
έρθεν	7
έργα	7
έλληνας	7
άλλον	7
ύστερα	6
ότι	6
όντας	6
χωρία	6
χρόνεα	6
χριστόν	6
χριστού	6
χορόν	6
τόνυα	6
τόνεμαν	6
τς	6
τραπεζούντα	6
τρία	6
τους	6
τερεί	6
σινώπης	6
σελίδας	6
ρωμαίοι	6
πως	6
πρόεδρος	6
πρωθυπουργός	6
πράματα	6
ποτάμι	6
πολέμ	6
πινάκιν	6
ούμπως	6
ούλτς	6
ουλτς	6
οποία	6
οθωμανικόν	6
ξενοφών	6
νότον	6
μπακογιάννη	6
μουσουλμάν	6
μακρά	6
μάναν	6
λατινικόν	6
λέγουν	6
λέγομε	6
κύρου	6
κωνσταντίνος	6
κτλ	6
κροατάντ	6
κράτη	6
κερασινού	6
καινούρεα	6
καικά	6
θα	6
εφτάγνε	6
εφτά	6
ευρίουνταν	6
εξουσίαν	6
εξέβαν	6
εμείς	6
ελληνικά	6
εκατό	6
εγκλεσίας	6
είνος	6
διαγωνισμόν	6
γνωστός	6
γιατί	6
γαλλίαν	6
βαλκανικόν	6
αχπάσκεται	6
αφρικήν	6
ατώρα	6
ατός	6
ατού	6
ατεινών	6
ασού	6
αούτον	6
αντέμ	6
ανεξάρτητον	6
ανατολικόν	6
ανάβασις	6
αν	6
αμάσειαν	6
αλλ	6
αθήνας	6
αθήναν	6
ήπειρος	6
ένας	6
έλλενας	6
έλεεν	6
άλλ	6
ἡ	5
ϛτρασβούργον	5
ϛίλερ	5
όνομαν	5
όλων	5
όλεν	5
ψηλορραχέας	5
ψήλος	5
χριστιανούς	5
χριστιανοί	5
χριστιανικά	5
χορτοθέρτ	5
φραγκφούρτην	5
φελίν	5
τσιπ	5
τραπεζούντας	5
τρίτ	5
τουρκικόν	5
τουρκία	5
ταραντού	5
τίτλον	5
τέχνην	5
τέταρτον	5
τέσσερα	5
τ'όνεμαν	5
τ'ασούλτς	5
σὴν	5
σύμβολον	5
σχηματίζνε	5
σχετικότητας	5
συγγραφέας	5
στούντιο	5
στον	5
στην	5
σταυρίτε	5
σλοβενάντ	5
σιέρα	5
σι	5
σημασίαν	5
σερβάντ	5
σήμερον	5
σάββαν	5
ρώμην	5
ρωμανίαν	5
ραχία	5
πόντου	5
πόλην	5
πρώτη	5
πρόεδεος	5
πρωτοχρονίας	5
πριν	5
πούλεματα	5
ποιητής	5
ποιήματα	5
πιο	5
πετρούπολη	5
περιοχήν	5
περίοδον	5
παϊπούρτ	5
παλαιούς	5
παλ	5
παίρουμε	5
ούλ	5
ορθόδοξον	5
ονέματα	5
ολίγον	5
οικογένειαν	5
ξύλα	5
ντ’	5
νταλάρας	5
νοτιοδυτικά	5
νησίν	5
νησία	5
νερόν	5
νέα	5
μὲ	5
μουσικής	5
μουσικήν	5
μορφάς	5
μιθριδάτες	5
μαρτ	5
μακεδονίαν	5
μακεδονία	5
μαθητής	5
μίαν	5
λχ	5
λειψίαν	5
λατινικά	5
λαλίας	5
λαβίν	5
λέξη	5
λέγν'ατόν	5
λέγν	5
λέγει	5
κύρονος	5
κύρην	5
κόσμονος	5
κυβέρνησην	5
κυβέρνηση	5
κομμουνιστικόν	5
κιαν	5
κιαδά	5
κεμεντζέν	5
κάιρον	5
ιταλίας	5
ιστορικόν	5
ισπανίας	5
θεσσαλονίκη	5
θέλ	5
ζυμάρ	5
ζηλανδία	5
εχπάστεν	5
εφτάνε	5
ερχίνεσαν	5
εργάσκουνταν	5
εποχής	5
επολέμησεν	5
επίσης	5
επίσημον	5
επέμνε	5
εθέλνεν	5
εγνώρτσεν	5
εγκυκλοπαίδεια	5
είσεν	5
δυτικόν	5
δημοκρατία	5
γνωστόν	5
γκότφριντ	5
γιουγκοσλαβίαν	5
γιουγκοσλαβία	5
γεωγραφικά	5
γενοκτονία	5
γενικού	5
γάλια	5
γάλε	5
βικι	5
βιβλία	5
βατούμι	5
βασίλειο	5
βίλχελμ	5
βάρος	5
β	5
αφού	5
ατ’	5
ατωριζνόν	5
ατςαπάτ	5
ασά	5
αργαίος	5
απεκεί	5
ανεξαρτησίας	5
ανήκ'νε	5
αλφάβητον	5
αλβανίαν	5
αλέξανδρος	5
ακεί	5
αιώναν	5
αθρώπ	5
αίγυπτον	5
αήκα	5
έντονε	5
ένταν	5
έλληνες	5
έλλενοι	5
έλεγαν	5
άλυς	5
άγιος	5
ἒν	4
ώσαμε	4
όχι	4
όργανον	4
ψηλορραχέα	4
ψάλκουνταν	4
χρόνων	4
χρόνια	4
χούντα	4
χουλιάρ	4
χουάνγκ	4
χορού	4
χοροί	4
χερσόνησου	4
χαλντούν	4
χέγκελ	4
χάταλα	4
φυσικών	4
φτάει	4
φρίντριχ	4
φρήντριχ	4
φιλόσοφος	4
φιλοσοφίας	4
φανερών'νε	4
φαΐν	4
υπολογιστής	4
υδρογόνον	4
τ’όνομαν	4
τυνησίαν	4
τσιν	4
τσι	4
τσάπλιν	4
τρόπον	4
τρανότερον	4
τρανότερην	4
τρανού	4
τραγωδίαν	4
τρίτον	4
τούρκικον	4
τουφεξής	4
τικ	4
τζανέιρο	4
τζαμαίκαν	4
τετράδ	4
τακάτ	4
τάταρνικοφ	4
τάραντας	4
τ'ὄνεμαν	4
σὸ	4
σύντροφον	4
σύνδεσμον	4
σωματείον	4
σωκράτη	4
σχολείον	4
σχολεία	4
σχεδόν	4
συστηματοποιά	4
συναλλ΄εότηταν	4
συμμετρίας	4
συμβολίζ	4
στοιχεία	4
στο	4
στα	4
στ	4
σουμελά	4
σου	4
σλοβακία	4
σκύλον	4
σκανδιναβικού	4
σινώπην	4
σινωπέας	4
σημείον	4
σημαντικόν	4
σεπτέμβριος	4
σεβάστειαν	4
ρώμη	4
ρωμαίοις	4
ρωμαίικου	4
ρίζαν	4
ρήματα	4
πρώτος	4
προσεσόρεα	4
προς	4
προξενείον	4
προγράμματα	4
πριχού	4
πουτσιχτά	4
πορτογαλικά	4
ποντίων	4
πολωνίας	4
πολυεθνικόν	4
πλούσιον	4
περιοδικόν	4
περίπου	4
πειραιάς	4
πγδμ	4
παύλος	4
πατροπαράδοτον	4
παρασκευή	4
παράδας	4
παθητικά	4
παίζ	4
πέφτ	4
πέραν	4
πέρα	4
πέμπτον	4
πάντα	4
ούς	4
ουσνα	4
ουσιαστικόν	4
ουντερζό	4
ουκρανικά	4
οποίο	4
οξουκά	4
ομάδας	4
ομάδαν	4
ομάδα	4
ολίγα	4
οκτώβριος	4
ξενοφώντος	4
νότεα	4
ντον	4
ντεβλέτι	4
νταλάρα	4
νοέμβριος	4
νιούτον	4
νείλος	4
νε	4
νάτριον	4
μωραΐτικα	4
μπάντας	4
μουσικός	4
μουσικόν	4
μουσικού	4
μου	4
μορφήματα	4
μονάδα	4
μεσελέδες	4
μερέα	4
μαρξ	4
μαρμαράς	4
μαρίνος	4
μαλακόν	4
μαδαγασκάρην	4
μέταλλον	4
μάξγουελ	4
λύρα	4
λωζάνης	4
λουξεμβούργον	4
λουκουμάδες	4
λονδίνο	4
λεχτικόν	4
λίθιο	4
λέχκουνταν	4
λέγουνε	4
κύρης	4
κότσαρι	4
κόλπον	4
κτενίδης	4
κρυφά	4
κρητικά	4
κουρόβ	4
κουκοδήμος	4
κουγιουμτζή	4
κμε	4
κλπ	4
κλερκ	4
κλασικισµού	4
κιούμπρικ	4
κηβέρνησην	4
κερεκήν	4
κενούρεον	4
καρλ	4
καππαδοκία	4
κανείς	4
καλόν	4
καλλίον	4
καλιοντζίδης	4
καλατσίας	4
καζαντζίδης	4
κίεβο	4
κέστεραν	4
κάθε	4
κάθαν	4
κ.ου.κ	4
κ.α	4
ιστορικός	4
ιστορία	4
ισπανικά	4
ινδικόν	4
θεωρίαν	4
θερμοκρασίαν	4
θεολόγον	4
θεοδωρίδης	4
θέλνε	4
θάνατον	4
ηχογράφηση	4
ηνωμένο	4
ημών	4
ηθοποιός	4
ζουμάρ	4
εύξεινος	4
εχ’	4
εχατεύταν	4
ευχητικά	4
ετελέθεν	4
εταγουτεύτεν	4
εσέβεν	4
ερχίνεσε	4
ερζεγοβίνη	4
εποίκενατο	4
εποίκε	4
επιτυχίας	4
επιτυχίαν	4
επεξεργασίας	4
επειδή	4
επί	4
επήρε	4
εννεάσκουτον	4
εμπροστά	4
ελλενοτουρκικόν	4
ελευθερίου	4
ελάστεν	4
εκστρατείαν	4
εκράτεσαν	4
εκείνος	4
ειρηνικόν	4
εγενέθεν	4
εγένταν	4
είχαν	4
είπεν	4
δυτικού	4
δραγούμης	4
δράμαν	4
δουλεύνε	4
δουκάτον	4
διογένεν	4
δικαιώματα	4
διαμαντίδης	4
διάφορα	4
δηλ	4
δευτέραν	4
δεκέμβριος	4
δίσκους	4
δίσκον	4
δέκα	4
γρουζίαν	4
γραμματικήν	4
γράφνε	4
γκοσινί	4
γκίλαν	4
γιώργος	4
γεωργίαν	4
γεωγραφίαν	4
γερμανία	4
γερμ	4
γαλλικόν	4
γαλλίας	4
βυζαντινού	4
βυζαντινά	4
βρασμού	4
βρέχεται	4
βουλγαρίαν	4
βορειοδυτικά	4
βικιπαίδειαν	4
βιετνάμ	4
βερολίνον	4
βελγί	4
βαϊµάρης	4
βασιλέαν	4
βασίλη	4
βασίλ	4
βέβαια	4
βάλλομε	4
αϊνστάιν	4
αφρικανικόν	4
αφεντίαν	4
αυστραλία	4
ατουν	4
ατείντζ	4
ατέναν	4
ασ’	4
ασοι	4
αρχαιότηταν	4
αρχήν	4
αρχ	4
αριστοκράτε	4
αραπάν	4
απόστολος	4
απόστολον	4
απομέν'νε	4
αποκουμπισκάται	4
απεσκέσ	4
απε	4
απέσ	4
αντιφέρκουτον	4
ανθόπουλος	4
ανθρωπίων	4
ανδόρρας	4
ανατολής	4
ανατολή	4
αλωνάρτς	4
αληθινόν	4
αληγορτόν	4
αληγορτά	4
ακόμαν	4
ακριβώς	4
ακεκά	4
αιώνα	4
αι	4
αθήνα	4
αδακά	4
αγγλ	4
αβούτεν	4
ήπειρον	4
έσανε	4
έργων	4
έργαν	4
έντρισεν	4
έμαθεν	4
άνθρωπον	4
άλας	4
άκαμψης	4
άι	4
ὕδωρ	3
ὁ	3
ἢ	3
ἑλλενικόν	3
ἂλλα	3
ἀς	3
ἀπάν	3
ϛτάιν	3
όφη	3
όταν	3
όρον	3
όπου	3
όνομα	3
όμως	3
όλια	3
όλ	3
όθων	3
όγδοον	3
ωκεανικόν	3
ωκεανίαν	3
ψωμίν	3
ψηλόν	3
χωρίεται	3
χτιζμέντζα	3
χρύσανθον	3
χρονών	3
χριστουγεννίων	3
χριστουγέννων	3
χριστιανισμόν	3
χορεύανε	3
χορευτάδες	3
χονγκ	3
χιλιόμετρα	3
χερσώνα	3
χερσονησία	3
χαβαϊκόν	3
χάρκοβο	3
φύλλα	3
φωτογραφίζ	3
φυντάν	3
φριντερίκε	3
φράσην	3
φορά	3
φιλόξενον	3
φιλοσοφίαν	3
φθηνόν	3
φίρμα	3
φίλων	3
φίλτς	3
φίλον	3
φέρ’	3
φάουστ	3
υπουργός	3
υπολογιστίων	3
υπολογιστήν	3
υπολογιστή	3
υπολογιστές	3
υπολογιστάς	3
υποκείμενον	3
υπογραφήν	3
υπηκοότηταν	3
υπάντρεψεν	3
τ’ατό	3
τὸν	3
τὴν	3
τόσια	3
τόπσαμ	3
τόκιο	3
τσέρνιγκοφ	3
τσάρλι	3
τςαρλότε	3
τςάμπαςιν	3
τρυγόνα	3
τριέρην	3
τραπεζούνταν	3
τρανότερη	3
τρανοί	3
τρανείν	3
τρανήν	3
τραγούδια	3
τραγούδι	3
τραγουδίστρια	3
τραγουδάνος	3
τρίτο	3
τούρκοις	3
τουσμαν	3
τουσμάν	3
τουν	3
τοπέα	3
τμήμα	3
τι	3
τζιρέδας	3
τζέιμς	3
τερούμε	3
τελευταίον	3
τανε	3
ταινίας	3
ταγκανρόγκ	3
τήξης	3
τέρτε	3
τάρας	3
τ'ἀνθρώπ'ς	3
τ'όργανον	3
τ'ωτίν	3
τ'επίσημον	3
τ'ατόν	3
τ'ατά	3
σ’	3
σὸν	3
σύνορα	3
σότσι	3
σό	3
σωκρατικών	3
σχολής	3
συνόδαι	3
συντεταγμενίων	3
συνορεύ	3
συνομοσπονδίαν	3
συνεργασίας	3
συναλλ΄εότητα	3
συμφωνικά	3
συμφερόπολη	3
συμβόλαιον	3
συγκόλλησην	3
συγγραφιάντ	3
στροφών	3
στρατόν	3
στούδαι	3
στις	3
στη	3
στεν	3
σταύρονος	3
στίχους	3
στέλιος	3
στάνλεϊ	3
σσσδ	3
σπουδάς	3
σουντάκ	3
σλοβιάνσκ	3
σλοβενικόν	3
σλοβεναντίων	3
σλοβενίων	3
σλοβενία	3
σκύδρας	3
σκανδιναβικόν	3
σιρόν	3
σημασέαν	3
σημαίν	3
σερβαντίων	3
σερβίων	3
σερβίαν	3
σελίδα	3
σειράν	3
σεβντάν	3
σεβαστούπολη	3
σεβάστειας	3
σαππόρο	3
σαξονία-βαϊμάρη-άιζεναχ	3
σαμψούντας	3
σίλιγο	3
σίλερ	3
σάκι	3
σ'όλεν	3
σ'αούτον	3
ςερ	3
ρύζι	3
ρόλον	3
ρωμαίων	3
ρυθμόν	3
ρουσικά	3
ρουσάντ	3
ρουμανίαν	3
ρουμανία	3
ροστόφ	3
ρομβί	3
ρεμπέτικο	3
ρίο	3
ρήμαν	3
πύργον	3
πόντιος	3
πόλεων	3
πρώτου	3
προσοπικόν	3
πριπιάτ	3
πρέπ	3
πουτςή	3
ποσοστόν	3
πορτογαλίας	3
πορπατεί	3
ποντιακών	3
ποντιακού	3
ποντιακοί	3
πολωνικά	3
πολωνία	3
πολλούς	3
πολιτικός	3
πολιτικόν	3
πολιτικήν	3
πολ	3
ποιητικόν	3
ποιητικήν	3
ποδόσφαιρον	3
ποδάρ	3
πλατάνα	3
πιςία	3
πεντικόν	3
πεκίνον	3
παύλου	3
παύλον	3
πατρίδαν	3
παρασκευήν	3
παραμονήν	3
παραγωγός	3
παρίσι	3
παράδωσην	3
παλτογα	3
παθάν	3
παίρνε	3
πίνδαρος	3
πέντε	3
πέλαγος	3
πάω	3
πάτερ	3
π.α.ο.κ	3
ούλτ'ς	3
ούλης	3
ουστάς	3
ουσιαστικά	3
ουμάν	3
οσπιτί	3
οσημερνού	3
οσημερινόν	3
οσάκα	3
ορθόδοξοι	3
οργανισμόν	3
ονομάζνε	3
ολόερα	3
ολτς	3
ολτ'ς	3
ολλανδικά	3
ολλανδία	3
οκεανόν	3
οικογένειας	3
οθωμανικού	3
οδησσός	3
ξύνει	3
ξύλον	3
ξακουστά	3
ξάι	3
νότιαν	3
ντὸ	3
ντόρα	3
ντονέτσκ	3
ντνιπροπετρόφσκ	3
ντζανκόι	3
νταλάραν	3
ντέιβιντ	3
ντ'εὐρίεται	3
ντ'εφτάει	3
νοτιανατολικόν	3
νορβηγίας	3
νομόν	3
νομού	3
νομικήν	3
νομίων	3
νοβοτσερκάσσκ	3
νοβοροσίσκ	3
νιαυτόνατουν	3
νείλον	3
ναόν	3
ναγκόγια	3
νέος	3
νέας	3
νά	3
μόρφωσην	3
μυρίων	3
μπολ	3
μπαταρίας	3
μπακτσίσαραϊ	3
μουσουλμάνους	3
μουσικίων	3
μουσική	3
μουσικά	3
μοστσένα	3
μορφολογία	3
μιχάλης	3
μισθοφόρων	3
μινχ	3
μικρασιατικόν	3
μικρασιατικήν	3
μικράς	3
μικολάιβ	3
μητσάκη	3
μην	3
μεταξύ	3
μεσελέν	3
μεγαλέξανδρος	3
μεγαλέξανδρονος	3
μαύρη	3
μαϊκόπ	3
μαυροβούνιον	3
μαριούπολη	3
μακεδονικόν	3
μέτρων	3
μέσον	3
μέρκελ	3
μέλος	3
μάχην	3
μάς	3
μάρτς	3
μάρτ	3
μάιος	3
μάζαν	3
μ.χ	3
λόρεντς	3
λόγον	3
λυρα	3
λουχάνσκ	3
λουτροχώρ	3
λιχτενστάιν	3
λιθουανία	3
λευκόν	3
λευκωσίαν	3
λεττονία	3
λβιβ	3
λαόν	3
λαϊκήν	3
λαϊκά	3
λατινική	3
λαζούδαι	3
λαζούδ	3
λα	3
λέξης	3
λένατον	3
λέμε	3
λέει	3
λέγνατο	3
λέγ'ν	3
λάτιν	3
κύων	3
κύρ	3
κύπρος	3
κύκλον	3
κόσοβο	3
κόσμου	3
κόσμο	3
κωνσταντινούπολην	3
κωνσταντινούπολη	3
κωνσταντίνονος	3
κυρ'σατ	3
κυπριακόν	3
κυκλοφορία	3
κτίστες	3
κροατικόν	3
κροαταντίων	3
κροατίων	3
κροατίαν	3
κρασνοπερεκόπσκ	3
κρασνοντάρ	3
κράτονος	3
κούναξα	3
κουριτίμπα	3
κουκούτσεα	3
κορτσόπον	3
κορκ	3
κορέαν	3
κοντά	3
κομμάτεα	3
κολομία	3
κιότο	3
κιθάραν	3
κερτς	3
κεντρικά	3
κεμεντζετζής	3
κεμεντζές	3
κεμέρ	3
καϊτέδες	3
κατοχήν	3
κατηγορίαν	3
καταστροφήν	3
καταστροφή	3
καταγωγής	3
κατ	3
κασταμονή	3
καραμανλή	3
καρά	3
κανονίζνε	3
κανονίζ	3
καμερούν	3
καλόδιον	3
καλατςεύ	3
καλίον	3
καλή	3
κακάου	3
καθολικόν	3
καζα	3
καβάλα	3
κίνας	3
κίναν	3
κίνα	3
κάτοικοι	3
κάπου	3
κάποια	3
κάμερον	3
ιταλία	3
ιστοριογραφίας	3
ιστορικού	3
ισραήλ	3
ισπανικόν	3
ισπανίαν	3
ισπανία	3
ισλανδία	3
ισαάκ	3
ινδίαν	3
ινανεύνε	3
ιμπν	3
ιερουσαλήμ	3
ιδέας	3
ι	3
θυσίαν	3
θεόν	3
θερμοκρασία	3
θεοδωράκη	3
θεοδοσία	3
θανή	3
θαλασσίων	3
θαλασσάκρην	3
θέατρον	3
ην	3
ηλίας	3
ζωγραφίζ	3
ζούνε	3
ζούν	3
ζαχαροπλαστεία	3
ζαπορίζια	3
